Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2023-09-01,ARROZ E FEIJÃO,Carne de panela o molho de champignon,Cenoura refogada,Acelga,Cocada,Maracujá,PÃO E CAFÉ,"Contém glúten no pão e no prato principal. Não contém ovos e lactose. Contém ovos, leite e derivado no molho sachê da marca Bom Sabor."
2023-09-04,ARROZ E FEIJÃO,Carne de panela,Legumes sauté (batata e cenoura),Caponata de beringela,Laranja,Manga,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos e lactose. Contém ovos, leite e derivados no molho sachê da marca Bom Saboe."
2023-09-05,ARROZ E FEIJÃO,Strogonoff de frango,Batata chips,Alface com tomate e azeitona,Tangerina e Picolé de abacaxi,Limão,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos. Contém lactose no prato principal. Contém ovos, leite e derivados no molho sachê da marca Bom Sabor."
2023-09-06,ARROZ E FEIJÃO,Picadinho de patinho com batata doce e cenoura,Chuchu refogado,Couve,Melancia,Goiaba,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos e lactose. Contém ovos, leite e derivados no molho sachê da marca Bom Sabor."
2023-09-11,ARROZ E FEIJÃO,Cubos suínos ao molho de limão,Virado de couve,Tabule,Tangerina,Uva,PÃO E CAFÉ,"Contém glúten no pão, no prato principal e no tabule. Não contém ovos e lactose. Contém ovos, leite e derivados no molho sachê da marca Bom Sabor."
2023-09-12,ARROZ E FEIJÃO,Filezinho de frango empanado,Acelga refogada,Almeirão,Cocada,Manga,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos e lactose. Pode conter ovo, leite e derivados no molho vinagrete em sachê da marca Bom Sabor."
2023-09-13,ARROZ E FEIJÃO,Carne em cubos ao molho escuro,Batata chips,Tomate com azeitona preta,Maçã,Maracujá,PÃO E CAFÉ,"Contém glúten no pão e no prato principal. Não contém ovos e lactose. Pode conter ovo, leite e derivados no molho vinagrete da marca Bom sabor."
2023-09-14,ARROZ E FEIJÃO,Linguiça de frango,Berinjela refogada,Alface,Melancia,Abacaxi,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos e lactose. Pode conter ovo, leite e derivados no molho vinagrete da marca Bom Sabor."
2023-09-18,ARROZ E FEIJÃO,Pernil suíno em cubos,Abobrinha refogada,Escarola com agrião,Maçã,Pêssego,PÃO E CAFÉ,"Contém glúten no pão e no prato principal. Não contém ovos e lactose. Pode conter ovo, leite e derivados no molho vinagrete da marca Bom Sabor."
2023-09-19,ARROZ E FEIJÃO,Bife ao molho roty (coxão mole),Acelga ao forno com alho,Alface,Doce de leite,Tangerina,PÃO E CAFÉ,"Contém glúten no pão e no prato principal. Contém lactose na sobremesa. Não contém ovos. Pode conter ovo, leite e derivados no molho vinagrete da marca Bom Sabor."
2023-09-20,ARROZ E FEIJÃO,Frango cozido ao molho de azeitonas,Brócolis com couve flor,Escarola,Tangerina,Uva,PÃO E CAFÉ,"Contém glúten no pão e no prato principal. Não contém ovos e lactose. Pode conter ovo, leite e derivados do molho vinagrete da marca Bom Sabor."
2023-09-21,ARROZ E FEIJÃO,Iscas bonivas ao molho sugo (coxão mole),Legumes sautê,Tomate,Banana,Morango,PÃO E CAFÉ,"Contém glúten no pão e no prato principal. Não contém ovos e lactose. Pode conter ovo, leite e derivados no molho vinagrete da marca Bom Sabor."
2023-09-22,ARROZ E FEIJÃO,Bisteca suína ao molho barbecue,Chuchu com salsa,Cenoura ralada,Laranja,Caju,PÃO E CAFÉ,"Contém glúten no pão. Contém glúten no prato principal. Não contém ovos e lactose. Pode conter ovo, leite e derivados no molho vinagrete da marca Bom Sabor."
2023-09-25,ARROZ E FEIJÃO,Bisteca Suina,"Cuscuz de legumes (farinha de milho, cenoura,batata e vagem)",Repolho branco com cenoura e passas,Maçã,Abacaxi,PÃO E CAFÉ,"Contém glúten no pão e no prato principal. Não contém ovos e lactose. Pode conter ovos, leite e derivados no molho vinagrete da marca Bom Sabor."
2023-09-26,ARROZ E FEIJÃO,Iscas de carne ao molho escuro,Macarrão parafuso ao alho e óleo,Escarola,Laranja,Manga,PÃO E CAFÉ,"Contém glúten no pão, no prato principal e no macarrão. Não contém ovos e lactose. Pode conter ovo, leite e derivados no molho vinagrete da marca Bom Sabor."
2023-09-27,ARROZ E FEIJÃO,Carne moída com batata doce,Quibebe,Alface crespa,Sagu de uva,Limão,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos e lactose. Pode conter ovo, leite e derivados no molho vinagrete da marca Bom Sabor."
2023-09-28,ARROZ E FEIJÃO,Sobrecoxa assada ao molho de laranja,Polenta ao sugo,Almeirão com rabanete,Banana,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-09-29,ARROZ E FEIJÃO,Bife de panela,Batata rustica,Alface com tomate,Manjar de coco,Pêssego,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-10-02,ARROZ E FEIJÃO,Carne em cubos com batata e vagem,Berinjela ao forno,Couve com cenoura,Laranja,Uva,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos e lactose. Pode conter ovos, leite e derivados no molho sachê da marca Bom Sabor"
2023-10-03,ARROZ E FEIJÃO,Sassami ao molho mostarda,Abobrinha com tomate e orégano,Almeirão,Banana,Limão,PÃO E CAFÉ,"Contém glúten no pão e no prato principal. Não contém ovos. Contém lactose no prato principal. Pode conter ovos, leite e derivados no molho da marca Bom Sabor."
2023-10-04,ARROZ E FEIJÃO,Carne assada ao molho escuro,Arroz à grega,Escarola,Doce de goiaba,Morango,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos. Contém lactose no doce de goiaba. Pode conter ovos, leite e derivados no molho sachê da marca Bom Sabor."
2023-10-05,ARROZ E FEIJÃO,Carne em cubos com cenoura e brócolis,Polenta cremosa,Tomate com cebola,Tangerina,Goiaba,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos e lactose. Pode conter ovos, leite e derivados no molho sachê da marca Bom Sabor."
2023-10-06,ARROZ E FEIJÃO,Linguiça toscana acebolada,Chuchu refogado,Alface,Banana,Pêssego,PÃO E CAFÉ,"Contém glúten no pão. Não contém ovos e lactose.Pode conter ovos, leite e derivados no molho sachê da marca Bom Sabor."
2023-10-09,ARROZ E FEIJÃO,"Iscas de carne com batata, pimentão e tomate",Cuscuz de legumes,Salada de alface com rabanete ralado,Banana,Laranja,PÃO E CAFÉ,Contém ovos no cuscuz.
2023-10-10,ARROZ E FEIJÃO,Peixe ao molho sugo,Batata rústica,Salada de almeirão com laranja,Doce de banana,Frutas vermelhas (framboesa),PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-10-11,ARROZ E FEIJÃO,Bisteca assada,Creme de milho,Berinjela com tomate e pimentão,Laranja,Acerola,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no creme de milho.
2023-10-16,ARROZ E FEIJÃO,"Carne em cubos com legumes (Cebola, batata e vagem)",Abóbora em cubos ao alho frito,Salada de alface com rabanete ralado,Bolinho de chocolate,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Bolinho de chocolate contém glúten e lactose.
2023-10-17,ARROZ E FEIJÃO,Filé de peixe ao sugo,Pure de batata,Salada de acelga com laranja,Doce de goiaba,Goiaba,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contém lactose no purê de batata.
2023-10-18,ARROZ E FEIJÃO,Sobrecoxa assada,Pirão,Salada de berinjela,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-10-19,ARROZ E FEIJÃO,Isca de frango ao Molho de Mostarda,Escarola refogada,Salada de alface,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-10-20,ARROZ E FEIJÃO,Bife ao molho roty,Quiabo refogado,Salada de almeirão com beterraba,Tangerina,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-10-23,ARROZ E FEIJÃO,Frango grelhado,Batata doce,Salada de pepino com hortelã,Laranja,Goiaba,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-10-24,ARROZ E FEIJÃO,Iscas de frango ao molho de ervilha,Polenta ao molho sugo com manjericão,Beterraba salada com cebolinha,Tangerina,Caju,PÃO E CAFÉ,Contém glúten no pão. Contém glúten e lactose no molho de ervilha.
2023-10-25,ARROZ E FEIJÃO,Carne em cubos cenoura,Repolho refogado,Caponata de Berinjela,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-10-26,ARROZ E FEIJÃO,Lagarto desfiado ao molho escuro,Couve com bacon,Alface,Canjica,Uva,PÃO E CAFÉ,Contém glúten no pão. Contém leite na sobremesa.
2023-10-27,ARROZ E FEIJÃO,Escondidinho de peixe,Farofa rica,Escarola com tomate,Banana,Frutas vermelhas (framboesa),PÃO E CAFÉ,Contém glúten no pão. Contém ovos na farofa. contém lactose no escondidinho de peixe.
2023-10-30,ARROZ E FEIJÃO,Carne em cubos com batata ao sugo,Escarola refogada ao alho frito,"Caponata de abobrinha (Abobrinha, cebola e tomate)",Banana,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-10-31,ARROZ E FEIJÃO,Iscas de coxão mole ao molho de mostarda,Macarrão alho e óleo,Almeirão com cebola rodela,Pudim de coco,Manga,PÃO E CAFÉ,Contém glúten no pão. Prato principal contém lactose no molho. Glúten na guarnição. Lactose na sobremesa.
2023-11-01,ARROZ E FEIJÃO,Bife com molho roty,Quibebe,Acelga com rabanete rodelas,Doce de leite,Pêssego,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na sobremesa.
2023-11-06,ARROZ E FEIJÃO,Isca de carne com ervilha e milho (patinho iscas),Macarrão ao sugo,Acelga com agrião,Maça,Goiaba,PÃO E CAFÉ,Contém glúten no pão. Contém glúten no macarrão ao sugo. Não contém ovos e lactose.
2023-11-07,ARROZ E FEIJÃO,Filé de frango ao molho de laranja (Sassami),"Seleta de legumes (cenoura, batata e ervilha)",Pepino,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-08,ARROZ E FEIJÃO,Lagarto assado ao molho de azeitonas,Quibebe,Beterraba ralada,Melancia,Morango,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-09,ARROZ E FEIJÃO,Cubos suino ao molho de abacaxi (Paleta),Virado de acelga,Escarola com rabanete,Goiabada,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-10,ARROZ E FEIJÃO,Sobrecoxa assada,Chuchu na salsa,Alface c/ aneis cebola,Melancia,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-13,ARROZ E FEIJÃO,Bisteca Suína ao vinagrete quente,Escarola Refogada,Pepino com tomate,Maçã,Goiaba,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-14,ARROZ E FEIJÃO,Carne em cubos com batatas,Repolho refogado com salsa,Alface,Gelatina de pêssego,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-16,ARROZ E FEIJÃO,"Carne moída a primavera (com azeitona, milho e abóbora em cubos)",Cenoura Palito com ervas,Pepino,Doce de Leite,Acerola,PÃO E CAFÉ,Contém glúten no pão. Contém lactose. Não contém ovos.
2023-11-17,ARROZ E FEIJÃO,Sobrecoxa ao molho maracujá,Batata Doce,Almeirão,banana,uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-21,ARROZ E FEIJÃO,Bife ao molho de cebolas (patinho),Abobrinha com Manjericão,Cenoura Ralada com Passas,Laranja,uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-22,ARROZ E FEIJÃO,Isca de frango cremosa,Repolho mix com passas,Alface,Doce de goiabada,Acerola,PÃO E CAFÉ,Contém glúten no pão e no prato principal padrão. Contém lactose no prato principal. Não contém ovos.
2023-11-23,ARROZ E FEIJÃO,Carne assada ao molho champignon,"Arroz à grega (cenoura, vagem e milho)",Acelga,Melancia,Morango,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-24,ARROZ E FEIJÃO,"Frango com azeitona, tomate, cebolinha e salsa",Espinafre refogado,Escarola,Doce de leite,Pêssego,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contém lactose no doce de leite.
2023-11-27,ARROZ E FEIJÃO,Carne em cubos com calabresa,Escarola refogada,Cenora ralada,Banana,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-28,ARROZ E FEIJÃO,Frango ao molho pomodoro,Berinjela ao forno com cebola e orégano,Salada ametista (repolho branco/repolho roxo/cenoura ralada/maionese/mostarda),Laranja,Pêssego,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-29,ARROZ E FEIJÃO,Copa lombo ao molho barbecue,Polenta cremosa com crosta de queijo,Alface,Arroz doce,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-11-30,ARROZ E FEIJÃO,Cubos bovinos com batata doce,Chuchu com vagem,Pepino com hortelão,Melancia,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-12-01,ARROZ E FEIJÃO,Frango ao molho roti,Cenoura com brócolis refogado,Beterraba ralada,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-12-04,ARROZ E FEIJÃO,Bisteca suína ao molho de abacaxi,Escarola refogada ao alho frito,Tabule,Melancia,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-12-05,ARROZ E FEIJÃO,Iscas de frango com cebola ao shoyu,Creme de milho,Acelga com laranja,Maçã,Goiaba,PÃO E CAFÉ,Contém glúten no pão. Contém lactose na guarnição. Não contém ovos.
2023-12-06,ARROZ E FEIJÃO,Bife acebolado,Quibebe,Escarola,Laranja,Pêssego,PÃO E CAFÉ,Contém glúten no pão e na guarnição. Não contém ovos e lactose.
2023-12-07,ARROZ E FEIJÃO,Filé de peixe ao molho de espinafre,Couve flor com milho,Alface com cenoura ralada,Goiabada,Limão,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no prato principal. Não contém ovos.
2023-12-08,ARROZ E FEIJÃO,Picadinho com brócolis,Cuscuz de legumes,Repolho bicolor,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e na guarnição. Não contém ovos e lactose.
2023-12-11,ARROZ E FEIJÃO,Bife à paulista,"Mix de legumes (batata, abóbora e chuchu)",Alface com rúcula,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-12-12,ARROZ E FEIJÃO,Cubos suínos com limão,Abobrinha napolitana (gratinada com queijo),Pepino,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contém lactose na guarnição.
2023-12-13,ARROZ E FEIJÃO,Lagarto ao molho de champignon,Cenoura com vagem refogada,Beterraba ralada,Bolinho de chocolate,Cajú,PÃO E CAFÉ,"Contém glúten no pão. Contém ovos, lactose e glúten no bolinho de chocolate."
2023-12-14,ARROZ E FEIJÃO,Frango assado (sobrecoxa),Purê de batatas,Mix de repolho,Melancia,Limão,PÃO E CAFÉ,Contém glúten no pão. Contém lactose no purê de batatas.
2023-12-15,ARROZ E FEIJÃO,Carne com mandioca,Chuchu na salsa,Acelga com beterraba,Uva,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-12-18,ARROZ E FEIJÃO,Linguiça toscana acebolada,Cenoura sauté,Alface com cebola,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contém lactose na guarnição.
2023-12-19,ARROZ E FEIJÃO,Isca de carne ao molho de tomate,Batata doce assada com alecrim,Almeirão com rabanete,sagu de uva,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-12-20,ARROZ E FEIJÃO,Bife ao molho ferrugem,Couve refogada,Chicória com nabo,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2023-12-21,ARROZ E FEIJÃO,Pernil à califórnia (abacaxi em calda e uva passa),Farofa natalina,"Salada de maionese (batata, cenoura, maçã, salsa e cebolinha)",Uva,Morango,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-02,ARROZ E FEIJÃO,Bife ao molho roty,Quibebe,Chuchu com orégano,Doce de goiaba,Goiaba,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-03,ARROZ E FEIJÃO,Sassami acebolado,Creme de milho,Chuchu e oregano,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão e no creme de milho. Contém lactose no creme de milho. Não contém ovos.
2024-01-04,ARROZ E FEIJÃO,Pernil ao molho de abacaxi,Couve refogada,Alface com agrião,Maçã,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-05,ARROZ E FEIJÃO,Carne em cubos ao pomodoro,Batata sauté,Caponata de berinjela,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-08,ARROZ E FEIJÃO,Salsicha ao sugo,Purê de batata,Repolho branco,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. contém lactose no purê de batata.
2024-01-09,ARROZ E FEIJÃO,Bife grelhado acebolado (patinho),Abobrinha aromática,Repolho com vinagrete,Goiabada,Pêssego,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-10,ARROZ E FEIJÃO,Sobrecoxa assada,Escarola refogada,Alface,Maçã,Cajú,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-11,ARROZ E FEIJÃO,Patinho iscas ao molho mostarda,Cenoura c/ batata doce palito sautê,Acelga,Laranja,Morango,PÃO E CAFÉ,Contém glúten no pão e no prato principal. Não contém ovos. Contém lactose no prato principal.
2024-01-12,ARROZ E FEIJÃO,Cubos de carne com champignon,Virado de couve,Pepino,Banana,uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-15,ARROZ E FEIJÃO,Acém em cubos ao molho de mostarda,Berinjela refogada,Alface,Melancia,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-16,ARROZ E FEIJÃO,Filé de frango com ervilhas (sassami),Repolho refogado,Cenoura ralada com passas,Banana,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-17,ARROZ E FEIJÃO,Copa lombo ao molho de maracujá,Couve refogada,Mix de folhas (Rucula e alface),Pudim de caramelo,Limão,PÃO E CAFÉ,Contém glúten no pão e na sobremesa. Não contém ovos. contém lactose na sobremesa..
2024-01-18,ARROZ E FEIJÃO,Peixe a escabeche (filé de pescada/molho de tomate),Pirão,Repolho bicolor,Banana,laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-19,ARROZ E FEIJÃO,Carne moída c/ azeitona e cheiro verde (paleta bovina),Abobrinha refogada,Escarola com agrião,Maçã,Pêssego,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-22,ARROZ E FEIJÃO,Iscas bovinas ao molho sugo (coxão mole),"Legumes refogados (abobrinha, couve flor e mandioquinha)",Escarola,Banana,Morango,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-23,ARROZ E FEIJÃO,Bisteca suina ao molho barbecue,Virado de banana,Cenoura ralada,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-24,ARROZ E FEIJÃO,Lagarto assado ao molho roty,Batata sauté,Acelga,Bolinho de chocolate,Uva,PÃO E CAFÉ,Contém glúten no pão. No bolinho de chocolate contém ovos e lactose.
2024-01-25,ARROZ E FEIJÃO,LINGUIÇA TOSCANA ASSADA ACEBOLADA,CHUCHU COM SALSA,ALFACE,BANANA,MARACUJÁ,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-26,ARROZ E FEIJÃO,MOQUECA DE PEIXE (FILÉ DE PESCADA),"CUSCUZ DE LEGUMES (FARINHA DE MILHO, CENOURA, BATATA E VAGEM)",REPOLHO BRANCO COM PASSAS,MAÇÃ,ABACAXI,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-29,ARROZ E FEIJÃO,CARNE DE PANELA ACEBOLADA (PATINHO CUBO),POLENTA AO SUGO,ALMEIRÃO COM RABANETE,BANANA,ACEROLA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-01-30,ARROZ E FEIJÃO,FILÉ DE PEIXE AO MOLHO DE ERVAS (FILÉ DE PESCADA),BATATA RUSTICA,ALFACE COM TOMATE,MANJAR DE COCO,PÊSSEGO,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contem lactose no de coco.
2024-01-31,ARROZ E FEIJÃO,SOBRECOXA AO MOLHO DE AZEITONA,VAGEM AO ALHO,ESCAROLA,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-01,ARROZ E FEIJÃO,CUBOS BOVINOS COM VAGEM (PATINHO EM CUBOS),"FAROFA RICA 1 (BACON, F. MILHO. F, MANDIOCA, MILHO, ERVILHA, MARGARINA)",SALADA DE PEPINO COM TOMATE,MAÇÃ,FRAMBOESA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-02,ARROZ E FEIJÃO,CARNE MOIDA COM BERINJELA (PALETA BOVINA MOIDA),MIX DE LEGUMES (BRÓCOLIS E BATATA),SALADA DE CENOURA COM BETERRABA RALADA,LARANJA,UVA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-05,ARROZ E FEIJÃO,CUBOS SUINOS AO MOLHO BARBECUE,POLENTA CREMOSA,ACELGA COM CEBOLA,MELANCIA,GOIABA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-06,ARROZ E FEIJÃO,LINGUIÇA TOSCANA ACEBOLADA,CHUCHU REFOGADO,SALADA DE ALFACE,BANANA,PÊSSEGO,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-07,ARROZ E FEIJÃO,BIFE À PIZZAIOLO,"BERINJELA AO FORNO (PIMENTAO, TOMATE SALADA, EXTRATO DE TOMATE)",SALADA DE ESCAROLA,MAÇÃ,MORANGO,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contem lactose no prato principal.
2024-02-08,ARROZ E FEIJÃO,COXÃO DURO ASSADO AO MOLHO ROTY,REFOGADO COUVE FLOR E VAGEM,SALADA DE COUVE COM ABACAXI,PUDIM DE COCO,ACEROLA,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contém lactose na sobremesa.
2024-02-09,ARROZ E FEIJÃO,FILÉ PESCADA AO MOLHO VINAGRETE,CUSCUZ DE LEGUMES,SALADA DE ALFACE,MELANCIA,LARANJA,PÃO E CAFÉ,Contém glúten no pão. Contém ovos. Não contem lactose.
2024-02-15,ARROZ E FEIJÃO,CUBOS BOVINO AO MOLHO BARBECUE,"FAROFA DE CENOURA (CENOURA RALADA, F, MILHO F, MANDIOCA)",MIX DE FOLHAS (ALFACE E RÚCULA),MAÇÃ,CAJU,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-16,ARROZ E FEIJÃO,ISCAS DE FRANGO À PIZZAIOLO,ABÓBORA EM CUBOS AO ALHO FRITO,SALADA DE ALMEIRÃO COM TOMATE,BOLINHO DE CHOCOLATE,MARACUJÁ,PÃO E CAFÉ,Contém glúten no pão e na sobremesa. Não contém ovos. Contém lactose na sobremesa.
2024-02-19,ARROZ E FEIJÃO,Isca de frango cremosa,Couve refogada,Alface com rabanete em rodelas,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contém lactose na isca de frango cremosa.
2024-02-20,ARROZ E FEIJÃO,Carne em cubos ao molho roty,Virado de banana,Chicoria com beterraba,Melancia,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-21,ARROZ E FEIJÃO,"Frango assado à caçadora (Pimentão verde, ervilha conserva, extrato de tomate)",Batata rústica,Caponata de abobrinha,Gelatina de morango,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-22,ARROZ E FEIJÃO,Carne assada ao molho de abacaxi (coxão duro),Cenoura com brócolis,Mix de repolhos,Maçã,Morango,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-23,ARROZ E FEIJÃO,Bife acebolado (patinho),Espinafre refogado,Beterraba ralada com cebolinha,Laranja,Cajú,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-26,ARROZ E FEIJÃO,Sobrecoxa ao molho de maracujá,Couve com bacon,Alface,Goiabada,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-27,ARROZ E FEIJÃO,Bisteca suína ao molho de limão,"Farofa rica (ovo, cenoura, cebola, salsinha)",Salada acelga com rabanetes em rodelas,Banana,Laranja,PÃO E CAFÉ,Contém glúten no pão. Contém ovos. Não contém lactose.
2024-02-28,ARROZ E FEIJÃO,Sassami de frango com milho e ervilha,"Jardineira de legumes (cenoura, batata e vagem)",Mix de alface com rúcula,Maçã,Framboesa,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-02-29,ARROZ E FEIJÃO,Lagarto assado ao alho poró,Purê de batata,Salada de beterraba cozida,Melancia,Morango,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos. Contém lactose na guarnição.
2024-03-01,ARROZ E FEIJÃO,Bife ao molho ferrugem,Macarrão alho e óleo,Mix de rucula com agrião,Pudim de coco,Manga,PÃO E CAFÉ,Contém glúten no pão e na guarnição. Não contém ovos. Contém lactose na sobremesa.
2024-03-04,ARROZ E FEIJÃO,Salsicha ao molho sugo,"Arroz à grega (cenoura, vagem e milho)","Mix de ralados (rabanete, cenoura e beterraba)",Banana,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-03-05,ARROZ E FEIJÃO,Cubos suínos ao molho de limão,Batata Sautê,Alface com rúcula,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-03-06,ARROZ E FEIJÃO,Guisadinho com batata doce (paleta bovina moída),Repolho com lascas de alho frito,Pepino,Gelatina de morango,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-03-07,ARROZ E FEIJÃO,Isca de carne com ervilha e milho (patinho),Abobrinha com alecrim,Acelga com beterraba ralada,Maçã,Goiaba,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-03-08,ARROZ E FEIJÃO,Frango assado,"Seleta de legumes (cenoura, batata e ervilha)",Repolho bicolor,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2024-03-11,ARROZ E FEIJÃO,Iscas de frango gratinadas,Batata chips,"Abobrinha, nabo e cenoura cozidos",Cocada,Manga,PÃO E CAFÉ,Contém glúten no pão. Contém lactose e glúten no prato principal. Contém lactose na sobremesa.Não contém ovos.
2024-03-12,ARROZ E FEIJÃO,Bife acebolado,Couve flor e brócolis com lascas de alho frito,Almeirão com cenoura ralada,Banana,Cajú,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
